ticker,time,signal,session_date,alert_time_et,price,flush_score,tier,alert_id,name,sources,drop_from_prior_30m_high_pct,distance_below_vwap_pct,roc_5m_pct,roc_10m_pct,down_slope_20m_pct_per_bar,range_expansion,volume_expansion,volume_since_4am,summary,open_chart_url
NAVN,1148,buy,2026-04-01,2026-04-01 11:48:00,13.10,94.3,Extreme,NAVN-1775058480000,NAVN,1000-list,6.3,4.3,1.4,2.1,0.100,17.8,15.8,2378912,"6.3% below prior 30m high, 4.3% below VWAP, 5m ROC -1.4%, range x17.8, volume x15.8",http://localhost:8081/api/open-chart/NAVN/2026-04-01/1148?signal=buy
NAVN,1149,buy,2026-04-01,2026-04-01 11:49:00,13.10,91.9,Extreme,NAVN-1775058540000,NAVN,1000-list,3.9,1.8,1.5,1.7,0.100,20.3,17.0,2409300,"3.9% below prior 30m high, 1.8% below VWAP, 5m ROC -1.5%, range x20.3, volume x17.0",http://localhost:8081/api/open-chart/NAVN/2026-04-01/1149?signal=buy
PUMP,1159,buy,2026-04-01,2026-04-01 11:59:00,13.80,61.0,Candidate,PUMP-1775059140000,PUMP,1000-list,1.6,2.4,0.8,0.7,0.000,2.6,2.7,986095,"1.6% below prior 30m high, 2.4% below VWAP, 5m ROC -0.8%, range x2.6, volume x2.7",http://localhost:8081/api/open-chart/PUMP/2026-04-01/1159?signal=buy
LW,1203,buy,2026-04-01,2026-04-01 12:03:00,39.90,66.3,Candidate,LW-1775059380000,LW,1000-list,2.9,1.3,1.1,1.1,0.100,2.1,2.7,2473341,"2.9% below prior 30m high, 1.3% below VWAP, 5m ROC -1.1%, range x2.1, volume x2.7",http://localhost:8081/api/open-chart/LW/2026-04-01/1203?signal=buy
LW,1204,buy,2026-04-01,2026-04-01 12:04:00,39.70,79.7,Strong,LW-1775059440000,LW,1000-list,3.1,1.4,1.6,1.6,0.100,3.2,4.1,2504760,"3.1% below prior 30m high, 1.4% below VWAP, 5m ROC -1.6%, range x3.2, volume x4.1",http://localhost:8081/api/open-chart/LW/2026-04-01/1204?signal=buy
LW,1205,buy,2026-04-01,2026-04-01 12:05:00,39.70,85.0,Strong,LW-1775059500000,LW,1000-list,3.6,1.8,1.3,1.5,0.100,3.9,6.3,2540046,"3.6% below prior 30m high, 1.8% below VWAP, 5m ROC -1.3%, range x3.9, volume x6.3",http://localhost:8081/api/open-chart/LW/2026-04-01/1205?signal=buy
LW,1206,buy,2026-04-01,2026-04-01 12:06:00,39.60,84.1,Strong,LW-1775059560000,LW,1000-list,3.5,1.8,1.6,1.8,0.100,2.3,2.5,2558305,"3.5% below prior 30m high, 1.8% below VWAP, 5m ROC -1.6%, range x2.3, volume x2.5",http://localhost:8081/api/open-chart/LW/2026-04-01/1206?signal=buy
TH,1206,buy,2026-04-01,2026-04-01 12:06:00,12.50,74.6,Candidate,TH-1775059560000,TH,1000-list,5.4,0.5,1.3,2.4,0.200,1.6,2.6,6550719,"5.4% below prior 30m high, 0.5% below VWAP, 5m ROC -1.3%, range x1.6, volume x2.6",http://localhost:8081/api/open-chart/TH/2026-04-01/1206?signal=buy
TH,1207,buy,2026-04-01,2026-04-01 12:07:00,12.50,86.3,Strong,TH-1775059620000,TH,1000-list,6.0,1.5,2.0,2.5,0.200,2.1,1.9,6582817,"6.0% below prior 30m high, 1.5% below VWAP, 5m ROC -2.0%, range x2.1, volume x1.9",http://localhost:8081/api/open-chart/TH/2026-04-01/1207?signal=buy
LW,1207,buy,2026-04-01,2026-04-01 12:07:00,39.70,72.4,Candidate,LW-1775059620000,LW,1000-list,3.5,1.8,1.1,1.4,0.100,1.8,1.6,2569490,"3.5% below prior 30m high, 1.8% below VWAP, 5m ROC -1.1%, range x1.8, volume x1.6",http://localhost:8081/api/open-chart/LW/2026-04-01/1207?signal=buy
CLMT,1207,buy,2026-04-01,2026-04-01 12:07:00,34.00,66.0,Candidate,CLMT-1775059620000,CLMT,1000-list,1.5,2.6,1.1,1.3,0.000,2.1,4.5,1013111,"1.5% below prior 30m high, 2.6% below VWAP, 5m ROC -1.1%, range x2.1, volume x4.5",http://localhost:8081/api/open-chart/CLMT/2026-04-01/1207?signal=buy
CLMT,1208,buy,2026-04-01,2026-04-01 12:08:00,34.00,64.5,Candidate,CLMT-1775059680000,CLMT,1000-list,1.6,2.6,0.9,0.9,0.100,2.2,5.4,1017533,"1.6% below prior 30m high, 2.6% below VWAP, 5m ROC -0.9%, range x2.2, volume x5.4",http://localhost:8081/api/open-chart/CLMT/2026-04-01/1208?signal=buy
LW,1208,buy,2026-04-01,2026-04-01 12:08:00,39.60,61.7,Candidate,LW-1775059680000,LW,1000-list,3.3,1.6,0.8,1.9,0.100,1.3,0.7,2576159,"3.3% below prior 30m high, 1.6% below VWAP, 5m ROC -0.8%, range x1.3, volume x0.7",http://localhost:8081/api/open-chart/LW/2026-04-01/1208?signal=buy
RH,1209,buy,2026-04-01,2026-04-01 12:09:00,106.60,72.7,Candidate,RH-1775059740000,RH,1000-list,2.0,2.9,1.3,1.3,0.000,2.3,3.3,5227489,"2.0% below prior 30m high, 2.9% below VWAP, 5m ROC -1.3%, range x2.3, volume x3.3",http://localhost:8081/api/open-chart/RH/2026-04-01/1209?signal=buy
LW,1209,buy,2026-04-01,2026-04-01 12:09:00,39.30,72.1,Candidate,LW-1775059740000,LW,1000-list,3.9,2.2,0.9,2.4,0.100,1.1,0.9,2604085,"3.9% below prior 30m high, 2.2% below VWAP, 5m ROC -0.9%, range x1.1, volume x0.9",http://localhost:8081/api/open-chart/LW/2026-04-01/1209?signal=buy
LW,1210,buy,2026-04-01,2026-04-01 12:10:00,39.20,75.6,Strong,LW-1775059800000,LW,1000-list,3.9,2.5,1.1,2.4,0.100,1.1,0.8,2614041,"3.9% below prior 30m high, 2.5% below VWAP, 5m ROC -1.1%, range x1.1, volume x0.8",http://localhost:8081/api/open-chart/LW/2026-04-01/1210?signal=buy
RH,1210,buy,2026-04-01,2026-04-01 12:10:00,106.60,74.0,Candidate,RH-1775059800000,RH,1000-list,2.0,2.8,1.2,1.4,0.100,2.6,3.7,5257473,"2.0% below prior 30m high, 2.8% below VWAP, 5m ROC -1.2%, range x2.6, volume x3.7",http://localhost:8081/api/open-chart/RH/2026-04-01/1210?signal=buy
LW,1211,buy,2026-04-01,2026-04-01 12:11:00,39.10,74.9,Candidate,LW-1775059860000,LW,1000-list,3.9,2.8,1.0,2.6,0.200,1.1,1.0,2633144,"3.9% below prior 30m high, 2.8% below VWAP, 5m ROC -1.0%, range x1.1, volume x1.0",http://localhost:8081/api/open-chart/LW/2026-04-01/1211?signal=buy
RH,1211,buy,2026-04-01,2026-04-01 12:11:00,106.70,68.2,Candidate,RH-1775059860000,RH,1000-list,1.9,2.7,0.9,1.3,0.100,2.2,3.4,5283676,"1.9% below prior 30m high, 2.7% below VWAP, 5m ROC -0.9%, range x2.2, volume x3.4",http://localhost:8081/api/open-chart/RH/2026-04-01/1211?signal=buy
VITL,1212,buy,2026-04-01,2026-04-01 12:12:00,13.50,61.5,Candidate,VITL-1775059920000,VITL,1000-list,1.2,2.3,0.8,0.8,0.000,3.4,6.7,1367070,"1.2% below prior 30m high, 2.3% below VWAP, 5m ROC -0.8%, range x3.4, volume x6.7",http://localhost:8081/api/open-chart/VITL/2026-04-01/1212?signal=buy
QURE,1213,buy,2026-04-01,2026-04-01 12:13:00,16.40,68.6,Candidate,QURE-1775059980000,QURE,1000-list,2.3,1.8,1.7,1.9,0.000,1.5,2.4,578996,"2.3% below prior 30m high, 1.8% below VWAP, 5m ROC -1.7%, range x1.5, volume x2.4",http://localhost:8081/api/open-chart/QURE/2026-04-01/1213?signal=buy
VITL,1213,buy,2026-04-01,2026-04-01 12:13:00,13.50,62.4,Candidate,VITL-1775059980000,VITL,1000-list,1.4,2.5,0.8,0.7,0.000,2.9,5.6,1370448,"1.4% below prior 30m high, 2.5% below VWAP, 5m ROC -0.8%, range x2.9, volume x5.6",http://localhost:8081/api/open-chart/VITL/2026-04-01/1213?signal=buy
ALMS,1214,buy,2026-04-01,2026-04-01 12:14:00,23.20,61.4,Candidate,ALMS-1775060040000,ALMS,1000-list,2.6,1.9,2.1,2.0,0.000,0.4,0.3,743145,"2.6% below prior 30m high, 1.9% below VWAP, 5m ROC -2.1%, range x0.4, volume x0.3",http://localhost:8081/api/open-chart/ALMS/2026-04-01/1214?signal=buy
RCAT,1214,buy,2026-04-01,2026-04-01 12:14:00,12.40,61.2,Candidate,RCAT-1775060040000,RCAT,1000-list,1.9,2.6,0.8,1.3,0.100,1.8,2.2,7358200,"1.9% below prior 30m high, 2.6% below VWAP, 5m ROC -0.8%, range x1.8, volume x2.2",http://localhost:8081/api/open-chart/RCAT/2026-04-01/1214?signal=buy
RCAT,1215,buy,2026-04-01,2026-04-01 12:15:00,12.40,73.9,Candidate,RCAT-1775060100000,RCAT,1000-list,2.2,2.8,1.2,1.3,0.100,2.3,2.8,7388198,"2.2% below prior 30m high, 2.8% below VWAP, 5m ROC -1.2%, range x2.3, volume x2.8",http://localhost:8081/api/open-chart/RCAT/2026-04-01/1215?signal=buy
NKTR,1215,buy,2026-04-01,2026-04-01 12:15:00,76.70,66.5,Candidate,NKTR-1775060100000,NKTR,1000-list,2.5,0.6,1.5,1.7,0.100,3.6,16.2,647311,"2.5% below prior 30m high, 0.6% below VWAP, 5m ROC -1.5%, range x3.6, volume x16.2",http://localhost:8081/api/open-chart/NKTR/2026-04-01/1215?signal=buy
UMAC,1215,buy,2026-04-01,2026-04-01 12:15:00,12.50,65.7,Candidate,UMAC-1775060100000,UMAC,1000-list,1.9,3.0,0.9,0.9,0.100,2.2,4.9,2379029,"1.9% below prior 30m high, 3.0% below VWAP, 5m ROC -0.9%, range x2.2, volume x4.9",http://localhost:8081/api/open-chart/UMAC/2026-04-01/1215?signal=buy
AEHR,1215,buy,2026-04-01,2026-04-01 12:15:00,38.40,65.4,Candidate,AEHR-1775060100000,AEHR,1000-list,3.4,1.3,1.2,2.7,0.100,0.8,0.5,1185120,"3.4% below prior 30m high, 1.3% below VWAP, 5m ROC -1.2%, range x0.8, volume x0.5",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1215?signal=buy
QURE,1215,buy,2026-04-01,2026-04-01 12:15:00,16.40,63.7,Candidate,QURE-1775060100000,QURE,1000-list,2.5,2.0,1.9,1.8,0.100,0.9,1.4,580800,"2.5% below prior 30m high, 2.0% below VWAP, 5m ROC -1.9%, range x0.9, volume x1.4",http://localhost:8081/api/open-chart/QURE/2026-04-01/1215?signal=buy
RCAT,1216,buy,2026-04-01,2026-04-01 12:16:00,12.40,66.8,Candidate,RCAT-1775060160000,RCAT,1000-list,2.2,2.8,1.1,1.0,0.100,1.6,2.8,7448060,"2.2% below prior 30m high, 2.8% below VWAP, 5m ROC -1.1%, range x1.6, volume x2.8",http://localhost:8081/api/open-chart/RCAT/2026-04-01/1216?signal=buy
NKTR,1216,buy,2026-04-01,2026-04-01 12:16:00,76.70,65.6,Candidate,NKTR-1775060160000,NKTR,1000-list,2.5,0.7,1.2,1.5,0.100,4.4,17.5,650660,"2.5% below prior 30m high, 0.7% below VWAP, 5m ROC -1.2%, range x4.4, volume x17.5",http://localhost:8081/api/open-chart/NKTR/2026-04-01/1216?signal=buy
QURE,1216,buy,2026-04-01,2026-04-01 12:16:00,16.50,65.2,Candidate,QURE-1775060160000,QURE,1000-list,2.5,2.0,0.8,0.8,0.100,1.9,2.6,587389,"2.5% below prior 30m high, 2.0% below VWAP, 5m ROC -0.8%, range x1.9, volume x2.6",http://localhost:8081/api/open-chart/QURE/2026-04-01/1216?signal=buy
UMAC,1216,buy,2026-04-01,2026-04-01 12:16:00,12.50,62.7,Candidate,UMAC-1775060160000,UMAC,1000-list,1.9,2.9,1.2,1.0,0.100,1.2,9.0,2430333,"1.9% below prior 30m high, 2.9% below VWAP, 5m ROC -1.2%, range x1.2, volume x9.0",http://localhost:8081/api/open-chart/UMAC/2026-04-01/1216?signal=buy
RCAT,1217,buy,2026-04-01,2026-04-01 12:17:00,12.40,66.7,Candidate,RCAT-1775060220000,RCAT,1000-list,2.4,3.0,1.4,1.5,0.100,1.4,1.7,7469520,"2.4% below prior 30m high, 3.0% below VWAP, 5m ROC -1.4%, range x1.4, volume x1.7",http://localhost:8081/api/open-chart/RCAT/2026-04-01/1217?signal=buy
ALMS,1217,buy,2026-04-01,2026-04-01 12:17:00,23.20,65.4,Candidate,ALMS-1775060220000,ALMS,1000-list,2.7,2.0,1.4,2.4,0.100,0.4,0.3,743752,"2.7% below prior 30m high, 2.0% below VWAP, 5m ROC -1.4%, range x0.4, volume x0.3",http://localhost:8081/api/open-chart/ALMS/2026-04-01/1217?signal=buy
AESI,1217,buy,2026-04-01,2026-04-01 12:17:00,12.20,65.2,Candidate,AESI-1775060220000,AESI,1000-list,2.1,2.2,0.8,1.2,0.000,1.9,4.6,741638,"2.1% below prior 30m high, 2.2% below VWAP, 5m ROC -0.8%, range x1.9, volume x4.6",http://localhost:8081/api/open-chart/AESI/2026-04-01/1217?signal=buy
UMAC,1217,buy,2026-04-01,2026-04-01 12:17:00,12.50,61.8,Candidate,UMAC-1775060220000,UMAC,1000-list,2.0,3.1,0.9,1.1,0.100,1.2,8.0,2440951,"2.0% below prior 30m high, 3.1% below VWAP, 5m ROC -0.9%, range x1.2, volume x8.0",http://localhost:8081/api/open-chart/UMAC/2026-04-01/1217?signal=buy
NKTR,1217,buy,2026-04-01,2026-04-01 12:17:00,76.90,60.2,Candidate,NKTR-1775060220000,NKTR,1000-list,2.3,0.5,1.0,1.4,0.100,5.1,18.4,653279,"2.3% below prior 30m high, 0.5% below VWAP, 5m ROC -1.0%, range x5.1, volume x18.4",http://localhost:8081/api/open-chart/NKTR/2026-04-01/1217?signal=buy
AESI,1218,buy,2026-04-01,2026-04-01 12:18:00,12.20,64.8,Candidate,AESI-1775060280000,AESI,1000-list,2.0,2.1,0.9,1.2,0.100,1.7,3.7,743882,"2.0% below prior 30m high, 2.1% below VWAP, 5m ROC -0.9%, range x1.7, volume x3.7",http://localhost:8081/api/open-chart/AESI/2026-04-01/1218?signal=buy
AEHR,1218,buy,2026-04-01,2026-04-01 12:18:00,38.50,60.4,Candidate,AEHR-1775060280000,AEHR,1000-list,3.5,1.3,1.1,1.0,0.100,0.5,0.3,1192378,"3.5% below prior 30m high, 1.3% below VWAP, 5m ROC -1.1%, range x0.5, volume x0.3",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1218?signal=buy
AESI,1219,buy,2026-04-01,2026-04-01 12:19:00,12.20,61.5,Candidate,AESI-1775060340000,AESI,1000-list,1.8,1.9,0.7,1.1,0.100,1.8,3.6,748066,"1.8% below prior 30m high, 1.9% below VWAP, 5m ROC -0.7%, range x1.8, volume x3.6",http://localhost:8081/api/open-chart/AESI/2026-04-01/1219?signal=buy
AEHR,1227,buy,2026-04-01,2026-04-01 12:27:00,38.10,78.2,Strong,AEHR-1775060820000,AEHR,1000-list,3.9,2.1,1.2,1.0,0.100,2.5,1.8,1217290,"3.9% below prior 30m high, 2.1% below VWAP, 5m ROC -1.2%, range x2.5, volume x1.8",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1227?signal=buy
COGT,1227,buy,2026-04-01,2026-04-01 12:27:00,35.00,77.5,Strong,COGT-1775060820000,COGT,1000-list,3.2,1.3,1.2,1.7,0.100,2.3,8.2,4932863,"3.2% below prior 30m high, 1.3% below VWAP, 5m ROC -1.2%, range x2.3, volume x8.2",http://localhost:8081/api/open-chart/COGT/2026-04-01/1227?signal=buy
METC,1227,buy,2026-04-01,2026-04-01 12:27:00,15.40,71.4,Candidate,METC-1775060820000,METC,1000-list,2.0,2.5,1.2,1.2,0.000,2.8,2.8,1183298,"2.0% below prior 30m high, 2.5% below VWAP, 5m ROC -1.2%, range x2.8, volume x2.8",http://localhost:8081/api/open-chart/METC/2026-04-01/1227?signal=buy
SOC,1227,buy,2026-04-01,2026-04-01 12:27:00,14.90,70.3,Candidate,SOC-1775060820000,SOC,1000-list,2.4,3.4,0.8,1.0,0.000,3.0,13.7,2205431,"2.4% below prior 30m high, 3.4% below VWAP, 5m ROC -0.8%, range x3.0, volume x13.7",http://localhost:8081/api/open-chart/SOC/2026-04-01/1227?signal=buy
EYE,1227,buy,2026-04-01,2026-04-01 12:27:00,24.60,64.4,Candidate,EYE-1775060820000,EYE,1000-list,1.6,2.7,0.7,1.0,0.000,5.8,14.4,576197,"1.6% below prior 30m high, 2.7% below VWAP, 5m ROC -0.7%, range x5.8, volume x14.4",http://localhost:8081/api/open-chart/EYE/2026-04-01/1227?signal=buy
AEHR,1228,buy,2026-04-01,2026-04-01 12:28:00,38.30,74.1,Candidate,AEHR-1775060880000,AEHR,1000-list,3.7,1.9,0.8,0.5,0.100,3.6,2.8,1220362,"3.7% below prior 30m high, 1.9% below VWAP, 5m ROC -0.8%, range x3.6, volume x2.8",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1228?signal=buy
SOC,1228,buy,2026-04-01,2026-04-01 12:28:00,14.90,68.4,Candidate,SOC-1775060880000,SOC,1000-list,2.3,3.3,0.7,1.0,0.100,3.9,15.3,2219389,"2.3% below prior 30m high, 3.3% below VWAP, 5m ROC -0.7%, range x3.9, volume x15.3",http://localhost:8081/api/open-chart/SOC/2026-04-01/1228?signal=buy
SSL,1228,buy,2026-04-01,2026-04-01 12:28:00,11.80,66.1,Candidate,SSL-1775060880000,SSL,1000-list,2.2,2.5,1.1,1.5,0.100,1.9,1.5,3440764,"2.2% below prior 30m high, 2.5% below VWAP, 5m ROC -1.1%, range x1.9, volume x1.5",http://localhost:8081/api/open-chart/SSL/2026-04-01/1228?signal=buy
EWTX,1228,buy,2026-04-01,2026-04-01 12:28:00,32.00,60.4,Candidate,EWTX-1775060880000,EWTX,1000-list,3.0,1.5,1.3,2.2,0.100,0.1,0.0,882108,"3.0% below prior 30m high, 1.5% below VWAP, 5m ROC -1.3%, range x0.1, volume x0.0",http://localhost:8081/api/open-chart/EWTX/2026-04-01/1228?signal=buy
AEHR,1229,buy,2026-04-01,2026-04-01 12:29:00,38.30,71.6,Candidate,AEHR-1775060940000,AEHR,1000-list,3.6,1.7,0.9,0.7,0.100,3.4,2.3,1224414,"3.6% below prior 30m high, 1.7% below VWAP, 5m ROC -0.9%, range x3.4, volume x2.3",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1229?signal=buy
SOC,1229,buy,2026-04-01,2026-04-01 12:29:00,14.90,69.6,Candidate,SOC-1775060940000,SOC,1000-list,2.3,3.3,0.7,1.1,0.100,3.6,14.9,2229001,"2.3% below prior 30m high, 3.3% below VWAP, 5m ROC -0.7%, range x3.6, volume x14.9",http://localhost:8081/api/open-chart/SOC/2026-04-01/1229?signal=buy
SSL,1229,buy,2026-04-01,2026-04-01 12:29:00,11.80,60.6,Candidate,SSL-1775060940000,SSL,1000-list,2.1,2.4,0.8,1.5,0.100,1.5,1.7,3452949,"2.1% below prior 30m high, 2.4% below VWAP, 5m ROC -0.8%, range x1.5, volume x1.7",http://localhost:8081/api/open-chart/SSL/2026-04-01/1229?signal=buy
COGT,1230,buy,2026-04-01,2026-04-01 12:30:00,34.80,71.1,Candidate,COGT-1775061000000,COGT,1000-list,3.3,1.4,1.3,1.6,0.100,3.0,0.9,5170175,"3.3% below prior 30m high, 1.4% below VWAP, 5m ROC -1.3%, range x3.0, volume x0.9",http://localhost:8081/api/open-chart/COGT/2026-04-01/1230?signal=buy
SOC,1230,buy,2026-04-01,2026-04-01 12:30:00,14.90,70.5,Candidate,SOC-1775061000000,SOC,1000-list,3.0,4.0,1.0,1.3,0.100,2.3,1.6,2280390,"3.0% below prior 30m high, 4.0% below VWAP, 5m ROC -1.0%, range x2.3, volume x1.6",http://localhost:8081/api/open-chart/SOC/2026-04-01/1230?signal=buy
EYE,1230,buy,2026-04-01,2026-04-01 12:30:00,24.50,68.8,Candidate,EYE-1775061000000,EYE,1000-list,2.1,3.2,1.3,1.4,0.100,4.2,1.7,584634,"2.1% below prior 30m high, 3.2% below VWAP, 5m ROC -1.3%, range x4.2, volume x1.7",http://localhost:8081/api/open-chart/EYE/2026-04-01/1230?signal=buy
COGT,1231,buy,2026-04-01,2026-04-01 12:31:00,34.80,68.5,Candidate,COGT-1775061060000,COGT,1000-list,3.3,1.4,1.4,1.6,0.100,1.9,1.2,5296208,"3.3% below prior 30m high, 1.4% below VWAP, 5m ROC -1.4%, range x1.9, volume x1.2",http://localhost:8081/api/open-chart/COGT/2026-04-01/1231?signal=buy
SOC,1231,buy,2026-04-01,2026-04-01 12:31:00,14.90,66.6,Candidate,SOC-1775061060000,SOC,1000-list,2.6,3.6,0.9,1.3,0.100,2.3,1.4,2287423,"2.6% below prior 30m high, 3.6% below VWAP, 5m ROC -0.9%, range x2.3, volume x1.4",http://localhost:8081/api/open-chart/SOC/2026-04-01/1231?signal=buy
AAOI,1232,buy,2026-04-01,2026-04-01 12:32:00,89.30,62.7,Candidate,AAOI-1775061120000,AAOI,1000-list,2.3,3.4,0.9,1.2,0.100,1.6,2.2,8249495,"2.3% below prior 30m high, 3.4% below VWAP, 5m ROC -0.9%, range x1.6, volume x2.2",http://localhost:8081/api/open-chart/AAOI/2026-04-01/1232?signal=buy
EYE,1232,buy,2026-04-01,2026-04-01 12:32:00,24.40,60.5,Candidate,EYE-1775061120000,EYE,1000-list,2.2,3.3,1.3,1.4,0.100,1.3,0.5,591430,"2.2% below prior 30m high, 3.3% below VWAP, 5m ROC -1.3%, range x1.3, volume x0.5",http://localhost:8081/api/open-chart/EYE/2026-04-01/1232?signal=buy
EYE,1233,buy,2026-04-01,2026-04-01 12:33:00,24.40,67.5,Candidate,EYE-1775061180000,EYE,1000-list,2.5,3.3,1.0,1.8,0.100,1.4,2.2,632867,"2.5% below prior 30m high, 3.3% below VWAP, 5m ROC -1.0%, range x1.4, volume x2.2",http://localhost:8081/api/open-chart/EYE/2026-04-01/1233?signal=buy
EYE,1234,buy,2026-04-01,2026-04-01 12:34:00,24.30,80.8,Strong,EYE-1775061240000,EYE,1000-list,2.8,3.6,1.3,2.0,0.100,1.8,2.7,645382,"2.8% below prior 30m high, 3.6% below VWAP, 5m ROC -1.3%, range x1.8, volume x2.7",http://localhost:8081/api/open-chart/EYE/2026-04-01/1234?signal=buy
AAOI,1234,buy,2026-04-01,2026-04-01 12:34:00,88.50,70.9,Candidate,AAOI-1775061240000,AAOI,1000-list,3.0,4.0,1.3,1.9,0.100,1.4,1.4,8343019,"3.0% below prior 30m high, 4.0% below VWAP, 5m ROC -1.3%, range x1.4, volume x1.4",http://localhost:8081/api/open-chart/AAOI/2026-04-01/1234?signal=buy
IONQ,1234,buy,2026-04-01,2026-04-01 12:34:00,28.70,60.1,Candidate,IONQ-1775061240000,IONQ,1000-list,1.6,1.5,0.9,1.0,0.000,3.1,11.2,9270499,"1.6% below prior 30m high, 1.5% below VWAP, 5m ROC -0.9%, range x3.1, volume x11.2",http://localhost:8081/api/open-chart/IONQ/2026-04-01/1234?signal=buy
AAOI,1235,buy,2026-04-01,2026-04-01 12:35:00,88.70,66.4,Candidate,AAOI-1775061300000,AAOI,1000-list,3.0,4.0,1.1,1.6,0.100,1.2,1.4,8368104,"3.0% below prior 30m high, 4.0% below VWAP, 5m ROC -1.1%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/AAOI/2026-04-01/1235?signal=buy
EWTX,1235,buy,2026-04-01,2026-04-01 12:35:00,32.00,65.5,Candidate,EWTX-1775061300000,EWTX,1000-list,3.2,1.7,0.4,1.6,0.100,1.7,2.3,898125,"3.2% below prior 30m high, 1.7% below VWAP, 5m ROC -0.4%, range x1.7, volume x2.3",http://localhost:8081/api/open-chart/EWTX/2026-04-01/1235?signal=buy
EYE,1236,buy,2026-04-01,2026-04-01 12:36:00,24.30,73.4,Candidate,EYE-1775061360000,EYE,1000-list,2.7,3.5,0.6,1.8,0.100,1.8,2.9,660976,"2.7% below prior 30m high, 3.5% below VWAP, 5m ROC -0.6%, range x1.8, volume x2.9",http://localhost:8081/api/open-chart/EYE/2026-04-01/1236?signal=buy
AAOI,1236,buy,2026-04-01,2026-04-01 12:36:00,88.70,63.3,Candidate,AAOI-1775061360000,AAOI,1000-list,2.9,3.9,0.8,1.4,0.100,1.2,1.3,8396875,"2.9% below prior 30m high, 3.9% below VWAP, 5m ROC -0.8%, range x1.2, volume x1.3",http://localhost:8081/api/open-chart/AAOI/2026-04-01/1236?signal=buy
EYE,1237,buy,2026-04-01,2026-04-01 12:37:00,24.40,77.3,Strong,EYE-1775061420000,EYE,1000-list,3.3,3.7,0.5,1.7,0.100,2.3,2.6,726047,"3.3% below prior 30m high, 3.7% below VWAP, 5m ROC -0.5%, range x2.3, volume x2.6",http://localhost:8081/api/open-chart/EYE/2026-04-01/1237?signal=buy
UUUU,1238,buy,2026-04-01,2026-04-01 12:38:00,18.40,69.0,Candidate,UUUU-1775061480000,UUUU,1000-list,2.4,3.4,0.7,0.8,0.100,2.5,3.8,7666753,"2.4% below prior 30m high, 3.4% below VWAP, 5m ROC -0.7%, range x2.5, volume x3.8",http://localhost:8081/api/open-chart/UUUU/2026-04-01/1238?signal=buy
AEHR,1238,buy,2026-04-01,2026-04-01 12:38:00,38.00,64.3,Candidate,AEHR-1775061480000,AEHR,1000-list,2.7,2.5,0.8,0.7,0.100,1.4,2.8,1263567,"2.7% below prior 30m high, 2.5% below VWAP, 5m ROC -0.8%, range x1.4, volume x2.8",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1238?signal=buy
UUUU,1239,buy,2026-04-01,2026-04-01 12:39:00,18.40,68.5,Candidate,UUUU-1775061540000,UUUU,1000-list,2.3,3.3,0.6,0.9,0.100,2.9,3.7,7685656,"2.3% below prior 30m high, 3.3% below VWAP, 5m ROC -0.6%, range x2.9, volume x3.7",http://localhost:8081/api/open-chart/UUUU/2026-04-01/1239?signal=buy
AEHR,1239,buy,2026-04-01,2026-04-01 12:39:00,38.00,61.8,Candidate,AEHR-1775061540000,AEHR,1000-list,2.5,2.4,0.8,0.9,0.100,1.1,2.7,1266883,"2.5% below prior 30m high, 2.4% below VWAP, 5m ROC -0.8%, range x1.1, volume x2.7",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1239?signal=buy
OMER,1240,buy,2026-04-01,2026-04-01 12:40:00,12.10,68.7,Candidate,OMER-1775061600000,OMER,1000-list,2.1,1.9,1.1,1.5,0.000,2.7,2.5,2722454,"2.1% below prior 30m high, 1.9% below VWAP, 5m ROC -1.1%, range x2.7, volume x2.5",http://localhost:8081/api/open-chart/OMER/2026-04-01/1240?signal=buy
EYE,1240,buy,2026-04-01,2026-04-01 12:40:00,24.40,62.4,Candidate,EYE-1775061600000,EYE,1000-list,2.4,2.8,0.2,1.5,0.100,1.8,2.1,726347,"2.4% below prior 30m high, 2.8% below VWAP, 5m ROC -0.2%, range x1.8, volume x2.1",http://localhost:8081/api/open-chart/EYE/2026-04-01/1240?signal=buy
UUUU,1240,buy,2026-04-01,2026-04-01 12:40:00,18.40,61.8,Candidate,UUUU-1775061600000,UUUU,1000-list,2.4,3.4,0.8,1.0,0.100,1.6,2.2,7695093,"2.4% below prior 30m high, 3.4% below VWAP, 5m ROC -0.8%, range x1.6, volume x2.2",http://localhost:8081/api/open-chart/UUUU/2026-04-01/1240?signal=buy
AEHR,1240,buy,2026-04-01,2026-04-01 12:40:00,38.00,60.5,Candidate,AEHR-1775061600000,AEHR,1000-list,2.5,2.4,0.9,0.8,0.100,1.2,2.3,1271838,"2.5% below prior 30m high, 2.4% below VWAP, 5m ROC -0.9%, range x1.2, volume x2.3",http://localhost:8081/api/open-chart/AEHR/2026-04-01/1240?signal=buy
